symbol,sector,companyname,address,previousclose,dividend_yield,fifty_two_week_high,fifty_two_week_low,two_hundered_day_average,market_cap,environment_score,social_score,governance_score,profit_margins,book_value,trailing_eps,shares_outstanding,total_cash,debt_to_equity,return_on_equity,earnings_growth,ebitda,current_liabilities,revenue
LGVN,Healthcare,Longeveron Inc.,"1951 NW 7th Avenue, Miami, FL",2.66,,15.49,2.5,4.30283,56119128.0,,,,0.0,1.168,-0.75,6057320,22316000.0,11.139,-0.78585,,-15945000.0,2708000.0,1306000.0
BBBY,Consumer Cyclical,Bed Bath & Beyond Inc.,"650 Liberty Avenue, Union, NJ",0.5936,,30.0,0.42,4.8319,50134020.0,0.0,0.0,0.0,-0.20542999,11.749,-1.241,117300000,153520992.0,,,,-612729984.0,2074787000.0,7867778000.0
RCAT,Technology,"Red Cat Holdings, Inc.","15 Avenue Munoz Rivera, San Juan, PR",1.02,,2.65,0.768,1.52259,56490404.0,,,,-2.24578,1.593,-0.467,54317700,32885640.0,3.596,-0.22547,,-18495076.0,5439421.0,6428963.0
CYXT,Technology,"Cyxtera Technologies, Inc.","BAC Colonnade Office Towers, Coral Gables, FL",0.4245,,15.42,0.299,4.93667,54855340.0,,,,-0.2878,4.018,-1.002,179618000,86200000.0,403.81,-0.33831,,146400000.0,244200000.0,703700000.0
ADES,Industrials,"Advanced Emissions Solutions, Inc.","8051 East Maplewood Avenue, Greenwood Village, CO",2.04,,6.7,1.7,3.3083,37839584.0,,,,0.0,4.695,-1.125,19110900,,,,,,,
RAIL,Industrials,"FreightCar America, Inc.","125 South Wacker Drive, Chicago, IL",3.04,,6.9,2.9,3.7929,53736696.0,,,,-0.08993,1.963,-6.29,17223300,14444000.0,,,,5047000.0,69320000.0,203050000.0
LPTH,Technology,"LightPath Technologies, Inc.","2603 Challenger Tech Court, Orlando, FL",1.4,,2.05,0.99,1.3799,51301016.0,,,,-0.11889,1.391,0.047,36383700,3793852.0,48.908,-0.1304,,337846.0,7733557.0,35559160.0
VRAR,Technology,"The Glimpse Group, Inc.","15 West 38th St, New York, NY",3.88,,6.9,2.5,4.535995,51119832.0,,,,-0.95058,1.247,-0.81,13595700,10887354.0,3.891,-0.48161998,,-7228176.0,4239415.0,7267613.0
ATIP,Healthcare,"ATI Physical Therapy, Inc.","790 Remington Boulevard, Bolingbrook, IL",0.2645,,2.26,0.224,0.783175,52683460.0,,,,-0.63098997,2.51,-3.984,207252000,48569000.0,260.237,-0.97873,,-20793000.0,137330000.0,611502000.0
TCRX,Healthcare,"TScan Therapeutics, Inc.","830 Winter Street, Waltham, MA",2.62,,4.56,1.45,2.725315,50567156.0,,,,0.0,7.326,-7.139,18936400,137306000.0,29.059,-0.42443,,-57394000.0,21343000.0,10141000.0
ADN,Utilities,"Advent Technologies Holdings, Inc.","200 Clarendon Street, Boston, MA",1.17,,4.48,0.94,2.26725,54820760.0,,,,0.0,2.656,-0.258,51717700,42446000.0,,-0.29334,,-49033344.0,18870080.0,7068842.0
LIDR,Consumer Cyclical,"AEye, Inc.","One Park Place, Dublin, CA",0.3172,,6.33,0.28,1.17884,50701376.0,,,,0.0,1.226,-4.402,161059008,112189000.0,26.127,-0.66547996,,-97326000.0,13568000.0,3007000.0
SUNW,Technology,"Sunworks, Inc.","1555 Freedom Boulevard, Provo, UT",1.42,,4.72,1.23,2.2885,50670580.0,,,,-0.24768,1.429,-1.026,35187900,14273000.0,4.847,-0.48523,,-24024000.0,24745000.0,101154000.0
POL,Consumer Cyclical,Polished.com Inc.,"1870 Bath Avenue, Brooklyn, NY",0.4703,,2.17,0.42,0.765195,54729084.0,,,,0.03408,,,105228000,25821000.0,34.199,0.17416,,52366000.0,105341000.0,362314000.0
RGS,Consumer Cyclical,Regis Corporation,"3701 Wayzata Boulevard, Minneapolis, MN",1.14,,2.15,0.5,1.2008,50576816.0,,,,-0.28401,1.634,-5.834,45536500,9406000.0,,-11.25688,,8871000.0,152840000.0,275967000.0
LTRN,Healthcare,Lantern Pharma Inc.,"1920 McKinney Avenue, Dallas, TX",4.67,,7.92,4.05,5.209155,52439308.0,,,,0.0,6.769,-1.212,10857000,57826612.0,0.156,-0.21400999,,-14108406.0,2326167.0,0.0
TOI,Healthcare,"The Oncology Institute, Inc.","18000 Studebaker Road, Cerritos, CA",0.6965,,10.26,0.46,3.488345,50450132.0,,,,0.0043,,-602.087,74421200,90579000.0,82.902,0.01143,,-92658000.0,29798000.0,203003000.0
SI,Financial Services,Silvergate Capital Corporation,"4250 Executive Square, La Jolla, CA",1.62,,155.686,1.1,46.36805,51286932.0,,,,0.0,31.711,1.704,31658600,4614581760.0,,-0.84800005,,,10736473000.0,-600954000.0
MNTS,Industrials,Momentus Inc.,"3901 North First Street, San Jose, CA",0.55,,4.74,0.48,1.338905,49227572.0,,,,0.0,1.582,-0.669,84149696,81570000.0,40.059,-0.78688,,-101955000.0,38867000.0,330000.0
ENOB,Healthcare,Enochian Biosciences Inc.,"Century City Medical Plaza, Los Angeles, CA",0.93,,8.88,0.859,1.76129,48454544.0,,,,0.0,3.463,-0.235,52950000,11150917.0,4.537,-0.25070998,,-31927154.0,1885893.0,0.0
SNTI,Healthcare,"Senti Biosciences, Inc.","2 Corporate Drive, South San Francisco, CA",1.16,,10.0,1.08,1.998135,51751376.0,,,,0.0,,,43857100,116582000.0,24.294,-0.48294,,-60324000.0,14543000.0,2761000.0
ABEO,Healthcare,Abeona Therapeutics Inc.,"1330 Avenue of the Americas, New York, NY",2.83,,9.25,2.19,3.55195,48435756.0,,,,0.0,1.067,-0.909,17175800,18167000.0,53.812,-1.7918401,,-44286000.0,16623000.0,3000000.0
CISO,Technology,Cerberus Cyber Sentinel Corporation,"6900 E. Camelback Road, Scottsdale, AZ",0.33,,10.0,0.225,2.55607,50114248.0,,,,-1.50863,0.195,-0.061,148267008,4888333.0,18.906,-1.13033,,-32194040.0,5141561.0,15142559.0
SNDA,Healthcare,"Sonida Senior Living, Inc.","16301 Quorum Drive, Addison, TX",6.97,,35.48,6.0,16.1015,45288960.0,,,,-0.17692,-74.655,49.818,6669950,27046000.0,,,,8524000.0,120482000.0,193816000.0
XELA,Technology,"Exela Technologies, Inc.","2701 East Grauwyler Road, Irving, TX",0.039,,8.68,0.032,0.690445,4753619.0,,,,-0.26441,-18.816,-3.66,122201000,10401000.0,,,,14580000.0,591840000.0,1166606000.0
CTM,Technology,"Castellum, Inc.","3 Bethesda Metro Center, Bethesda, MD",1.1,,1.98,0.62,1.0738461,45277840.0,,,,-0.24504,,,41539300,1853388.0,57.892,,,-4567898.0,5097838.0,25067450.0
HZN,Consumer Cyclical,Horizon Global Corporation,"47912 Halyard Drive, Plymouth, MI",1.76,,5.8548,0.3,1.4799333,48809728.0,,,,-0.13337,-0.708,-1.419,27732800,7760000.0,,,,-29850000.0,161850000.0,782120000.0
ZNOG,Energy,"Zion Oil & Gas, Inc.","12655 North Central Expressway, Dallas, TX",0.09235,,0.42,0.05,0.1416,46610840.0,,,,0.0,0.168,-0.042,514582016,3079000.0,0.404,-0.15027,,-8021000.0,5338000.0,0.0
HLGN,Utilities,"Heliogen, Inc.","130 West Union Street, Pasadena, CA",0.26,,5.31,0.188,1.41839,45984368.0,,,,0.0,,,191442000,159478000.0,9.509,-3.752,,-140434000.0,12529000.0,8804000.0
CWEB.TO,Healthcare,"Charlotte's Web Holdings, Inc.","700 Tech Court, Louisville, CO",0.43,,1.44,0.4,0.7253,65958612.0,,,,-1.77693,1.822,-0.467,151628992,16513000.0,19.128,-0.81137,,-30279000.0,20170000.0,96092000.0
APRN,Consumer Cyclical,"Blue Apron Holdings, Inc.","28 Liberty Street, New York, NY",0.7114,,8.22,0.61,2.438715,26814502.0,,,,-0.24802,3.582,-3.057,39578600,30977000.0,223.257,-3.65414,,-89102000.0,79372000.0,470377000.0
USAU,Basic Materials,U.S. Gold Corp.,"1910 East Idaho Street, Elko, NV",5.79,,7.14,3.5,4.1866,46669224.0,,,,0.0,5.236,-4.367,8363660,4204175.0,0.191,-0.45566002,,-12041350.0,1136035.0,0.0
GNPX,Healthcare,"Genprex, Inc.","3300 Bee Cave Road, Austin, TX",0.903,,2.67,0.736,1.38648,43698220.0,,,,0.0,0.717,-0.505,48025300,25516054.0,,-0.62368,,-22665548.0,1585295.0,0.0
SYBX,Healthcare,"Synlogic, Inc.","301 Binney Street, Cambridge, MA",0.6698,,2.57,0.55,0.88817,44568580.0,,,,0.0,3.015,-1.651,70519904,91656000.0,20.263,-0.49265,,-62743000.0,10080000.0,1754000.0
CRVS,Healthcare,"Corvus Pharmaceuticals, Inc.","863 Mitten Road, Burlingame, CA",0.7661,,2.11,0.607,0.881645,42363688.0,,,,0.0,2.464,-0.156,46553500,49617000.0,4.437,-0.47962,,-32763000.0,9692000.0,0.0
CODX,Healthcare,"Co-Diagnostics, Inc.","2401 South Foothill Drive, Salt Lake City, UT",1.48,,7.13,1.32,3.594675,45758492.0,,,,0.28497,2.335,1.52,30917900,86490336.0,0.31,0.12901,,10536978.0,12597550.0,97885603.0
IDN,Technology,"Intellicheck, Inc.","200 Broad Hollow Road, Melville, NY",2.43,,3.37,1.33,2.37575,47377000.0,,,,-0.27956,1.206,0.03,18950800,11775000.0,,-0.21340999,,-4176000.0,6126000.0,16393000.0
EMKR,Technology,EMCORE Corporation,"2015 West Chestnut Street, Alhambra, CA",1.15,,3.81,0.86,1.86235,43597536.0,,,,-0.35978,2.603,-0.107,37910900,23692000.0,37.649,-0.30778998,,-27517250.0,29218000.0,124126000.0
NRXP,Healthcare,"NRx Pharmaceuticals, Inc.","1201 Orange Street, Wilmington, DE",0.7371,,2.45,0.49,0.87858,44615068.0,,,,0.0,0.164,-20.22,67690896,18249000.0,,-4.74367,,-87419000.0,11923000.0,0.0
AYRWF,Healthcare,Ayr Wellness Inc.,"2601 South Bayshore Drive, Miami, FL",0.665,,14.0,0.637,2.929905,46097676.0,,,,-0.12868,14.708,-4.041,59023800,100762000.0,67.756,-0.064169995,,24427186.0,152336019.0,357608311.0
WATT,Technology,Energous Corporation,"3590 North First Street, San Jose, CA",0.5032,,1.567,0.451,0.97805,42164980.0,,,,0.0,0.8,-0.764,78083296,30355468.0,7.333,-1.06978,,-28853528.0,4346384.0,756793.0
AQB,Consumer Defensive,"AquaBounty Technologies, Inc.","2 Mill and Main Place, Maynard, MA",0.61,,2.075,0.541,0.97481,42296648.0,,,,0.0,2.07,-0.451,71110704,127008624.0,4.331,-0.10611,,-20272432.0,5885838.0,1174832.0
NNBR,Industrials,"NN, Inc.","6210 Ardrey Kell Road, Charlotte, NC",0.98,,3.61,0.97,2.0552,46939940.0,,,,-0.02775,5.954,-2.678,43869100,14334000.0,82.194,-0.05524,,33264000.0,74017000.0,477584000.0
TSHA,Healthcare,"Taysha Gene Therapies, Inc.","3000 Pegasus Park Drive, Dallas, TX",0.724,,7.07,0.611,2.3933,49803976.0,,,,0.0,3.649,-3.808,62442300,34306000.0,568.659,-2.12087,,-153434000.0,51746000.0,0.0
TESS,Technology,TESSCO Technologies Incorporated,"11126 McCormick Road, Hunt Valley, MD",4.76,,6.5,4.03,4.9348,44186448.0,,,,-0.00071999995,9.063,-2.304,9205510,3271800.0,95.889,0.0032499998,-0.717,2700000.0,76035600.0,417544800.0
NLS,Consumer Cyclical,"Nautilus, Inc.","17750 SE 6th Way, Vancouver, WA",1.32,,4.31,1.23,1.76645,42504132.0,,,,-0.27138,5.051,1.859,31719500,5805000.0,76.591,-0.75413,,-69372000.0,95214000.0,589534000.0
BYSI,Healthcare,BeyondSpring Inc.,"28 Liberty Street, New York, NY",1.17,,3.45,0.542,1.431025,43600368.0,,,,0.0,2.257,-2.033,38928900,72368000.0,13.553,-1.15413,,-66179000.0,15155000.0,1351000.0
VTSI,Industrials,"VirTra, Inc.","295 E. Corporate Place, Chandler, AZ",3.94,,6.68,3.7,4.8721685,43959200.0,,,,0.02029,1.499,0.19,10898300,15673154.0,30.197,0.018099999,,1366241.0,7562844.0,24434056.0
PRAX,Healthcare,"Praxis Precision Medicines, Inc.","99 High Street, Boston, MA",0.8036,,13.33,0.79,2.71339,38118948.0,,,,0.0,6.665,-3.472,47118600,100489000.0,4.599,-1.3093699,,-214567008.0,34345000.0,0.0
SLS,Healthcare,"SELLAS Life Sciences Group, Inc.","Times Square Tower, New York, NY",1.38,,5.58,1.17,2.6619,29441124.0,,,,0.0,1.962,-2.11,20588200,21348000.0,8.224,-1.9782699,,,4982000.0,7600000.0
CYN,Technology,Cyngn Inc.,"1015 O’Brien Drive, Menlo Park, CA",1.18,,6.25,0.582,1.035785,41764192.0,,,,0.0,0.031,-8.336,33680800,27618918.0,1.777,-1.09294,,-16912844.0,407427.0,0.0
KNW,Technology,"Know Labs, Inc.","500 Union Street, Seattle, WA",0.8656,,4.0,0.8,1.67595,42870164.0,,,,0.0,,,48157900,12593692.0,25.932,-3.61488,,-12253079.0,3808635.0,4360087.0
XPL,Basic Materials,Solitario Zinc Corp.,"4251 Kipling Street, Wheat Ridge, CO",0.6406,,0.87,0.46,0.59485,42870532.0,,,,0.0,0.404,-0.016,64768900,6095000.0,0.207,-0.16900998,,-3512000.0,276000.0,0.0
AINC,Financial Services,Ashford Inc.,"14185 Dallas Parkway, Dallas, TX",11.9,,19.7,10.6,14.643205,39530112.0,,,,0.03571,-70.331,-108.3,3115060,44071000.0,74.766,0.03861,,70499000.0,114725000.0,180592000.0
KOSS,Technology,Koss Corporation,"4129 North Port Washington Avenue, Milwaukee, WI",4.58,,12.86,4.34,6.4491,42456876.0,,,,0.62038,2.174,0.094,9189800,9822905.0,9.882,0.35865003,,-22783316.0,2126973.0,17607267.0
AVRO,Healthcare,"AVROBIO, Inc.","Building 300, Cambridge, MA",0.9365,,1.93,0.56,0.939,43774100.0,,,,0.0,6.119,-3.306,43774100,115968000.0,15.501,-0.74802,,-106598000.0,19386000.0,0.0
LPTX,Healthcare,"Leap Therapeutics, Inc.","47 Thorndike Street, Cambridge, MA",0.3276,,1.95,0.27,0.82431,33667276.0,,,,0.0,0.782,-0.634,99021400,78308000.0,1.105,-0.57019,,-52370000.0,9987000.0,1500000.0
PIXY,Industrials,"ShiftPixy, Inc.","501 Brickell Key Drive, Miami, FL",4.27,,78.4,3.75,16.09905,42746704.0,,,,-1.25912,-0.076,-3.228,9671200,864000.0,,,,-31293000.0,152075000.0,36002000.0
COYA,Healthcare,"Coya Therapeutics, Inc.","5850 San Felipe Street, Houston, TX",4.03,,5.67,3.685,4.379594,38461136.0,,,,0.0,,,9679410,8650848.0,,,,-9240854.0,1148383.0,0.0
SURF,Healthcare,"Surface Oncology, Inc.","50 Hampshire Street, Cambridge, MA",0.613,,3.17,0.602,1.164135,42306960.0,,,,-2.19877,3.826,1.566,60542300,146350000.0,50.14,-0.54344004,,-62645000.0,20023000.0,2687000.0
IZEA,Communication Services,"IZEA Worldwide, Inc.","1317 Edgewater Drive, Orlando, FL",0.6896,,1.675,0.489,0.737265,40567408.0,,,,-0.076009996,0.635,-0.248,62325100,41905784.0,0.041,-0.04473,,-4046896.0,15927869.0,30022377.0
SONM,Technology,"Sonim Technologies, Inc.","Building 7, Austin, TX",0.88,,1.02,0.4,0.557415,41245572.0,,,,-0.40179002,0.428,-0.648,40837200,15474000.0,1.877,-1.4867901,,-23851000.0,20985000.0,54570000.0
INUV,Communication Services,"Inuvo, Inc.","500 President Clinton Avenue, Little Rock, AR",0.3014,,0.59,0.2,0.3938,35043380.0,,,,-0.13284001,0.258,-0.094,120135000,7651933.0,2.108,-0.35404998,,-7944464.0,10662539.0,59830688.0
KAVL,Consumer Defensive,"Kaival Brands Innovations Group, Inc.","4460 Old Dixie Highway, Grant-Valkaria, FL",0.7163,,2.53,0.6,1.04959,40436136.0,,,,-1.12607,0.27,-0.294,56169100,3685893.0,12.416,-1.1001201,,,1585478.0,12761457.0
RFL,Real Estate,"Rafael Holdings, Inc.","520 Broad Street, Newark, NJ",1.6,,2.85,1.55,1.991015,37932684.0,,,,0.0,7.348,-1.08,23685500,22173000.0,,-0.15853,,-16194000.0,21026000.0,410000.0
PAVM,Healthcare,PAVmed Inc.,"One Grand Central Place, New York, NY",0.3793,,2.34,0.35,0.86406,34998704.0,,,,0.0,-0.01,-0.729,93704704,60765000.0,134.91,-3.0834,,-84205000.0,7558000.0,500000.0
LASE,Industrials,Laser Photonics Corporation,"1101 North Keller Road, Orlando, FL",4.73,,7.23,1.5,3.5821428,36792224.0,,,,0.18976,,,7878420,231986.0,7.293,0.15406999,0.333,1223717.0,392431.0,4190709.0
UAVS,Technology,"AgEagle Aerial Systems, Inc.","8863 East 34th Street North, Wichita, KS",0.448,,1.28,0.3,0.51455,39604140.0,,,,-1.61651,0.449,-0.345,88009200,5302487.0,2.546,-0.33172,,-21141204.0,17148977.0,9760952.0
TPST,Healthcare,"Tempest Therapeutics, Inc.","7000 Shoreline Court, South San Francisco, CA",2.91,,4.55,1.06,1.88667,24399672.0,,,,0.0,6.309,-9.29,10517100,42791000.0,62.414,-0.97810996,,-30621000.0,20026000.0,0.0
OCX,Healthcare,OncoCyte Corporation,"15 Cushing, Irvine, CA",0.28,,1.6,0.2,0.618285,42047436.0,,,,0.0,0.484,-0.457,118644000,32472000.0,4.591,-0.70397,,-49363000.0,14120000.0,7727000.0
XPON,Industrials,Expion360 Inc.,"2025 SW Deerhound Avenue, Redmond, OR",5.98,,7.83,0.9,2.68325,32923908.0,,,,-1.42687,,,6802460,8117029.0,35.847,-1.7056199,,-5358718.0,1571871.0,4517499.0
SUNL,Financial Services,Sunlight Financial Holdings Inc.,"101 North Tryon Street, Charlotte, NC",0.3001,,5.1,0.25,1.988445,40480952.0,,,,0.0,7.919,-0.083,82026896,70569000.0,6.273,-0.8527,,-20136000.0,66748000.0,114738000.0
TNXP,Healthcare,Tonix Pharmaceuticals Holding Corp.,"26 Main Street, Chatham, NJ",0.615,,7.36,0.29,0.89215,35981496.0,,,,0.0,0.425,-0.552,57536300,139978000.0,0.387,-0.50141996,,-108398000.0,21716000.0,0.0
MAIA,Healthcare,"MAIA Biotechnology, Inc.","444 West Lake Street, Chicago, IL",3.44,,9.64,3.06,3.9025438,37872816.0,,,,0.0,,,10945900,14063642.0,,-1.2994901,,,2145996.0,0.0
OWLT,Healthcare,"Owlet, Inc.","2500 Executive Parkway, Lehi, UT",0.3213,,5.35,0.3,1.083565,37257988.0,,,,-1.53278,0.682,-0.474,114852000,23174000.0,457.456,-2.06145,,-90444000.0,69090000.0,75842000.0
UTRS,Healthcare,"Minerva Surgical, Inc.","4255 Burton Drive, Santa Clara, CA",0.2128,,4.59,0.15,0.931805,6595075.0,,,,-0.34026,-78.54,-20.722,30045900,15112000.0,184.957,,,-26083000.0,22809000.0,52103000.0
KIRK,Consumer Cyclical,"Kirkland's, Inc.","5310 Maryland Way, Brentwood, TN",2.74,,9.55,2.55,3.6281,36350040.0,,,,-0.05551,6.642,1.12,12754400,11245000.0,663.572,-0.52282,,-6932000.0,134614000.0,558180000.0
TXMD,Healthcare,"TherapeuticsMD, Inc.","951 Yamato Road, Boca Raton, FL",3.7,,20.0,1.99,6.47895,35501624.0,,,,-0.09904,-0.414,-0.666,9467100,27080000.0,,,,-87126000.0,252891000.0,86951000.0
ASPI,Basic Materials,ASP Isotopes Inc.,"433 Plaza Real, Boca Raton, FL",0.89,,3.75,0.73,1.7137939,29334092.0,,,,0.0,,,34357100,431565.0,12.43,,,,303351.0,0.0
PEAR,Healthcare,"Pear Therapeutics, Inc.","200 State Street, Boston, MA",0.26,,6.74,0.2,1.589535,35707140.0,,,,-2.65263,-22.327,-11.772,140028000,83619000.0,72.853,-0.75728,,-123416000.0,47166000.0,4208000.0
HLBZ,Consumer Cyclical,"Helbiz, Inc.","32 Old Slip, New York, NY",0.1222,,4.49,0.111,0.408945,16059436.0,,,,0.0,-0.1,-7.288,128387000,3334000.0,,,,-63431000.0,42996000.0,12834000.0
CRBP,Healthcare,"Corbus Pharmaceuticals Holdings, Inc.","500 River Ridge Drive, Norwood, MA",8.83,,16.5,2.11,5.26605,910792896.0,,,,0.0,0.458,-1.424,125281000,66229204.0,60.841,-0.69795,,-33250704.0,17007529.0,881705.0
AUMN,Basic Materials,Golden Minerals Company,"350 Indiana Street, Golden, CO",0.205,,0.55,0.2,0.27545,33998032.0,,,,-0.15416001,0.076,-0.069,167478000,6539000.0,4.413,-0.39081,,-2404000.0,5571000.0,25596000.0
IRNT,Technology,"IronNet, Inc.","7900 Tysons One Place, McLean, VA",0.333,,3.888,0.195,1.06569,36463732.0,,,,0.0,-3.744,-1.054,103708000,9650000.0,,,,-256212000.0,25666000.0,27544000.0
LODE,Real Estate,Comstock Inc.,"117 American Flat Road, Virginia City, NV",0.331,,1.85,0.24,0.4528,29009276.0,,,,0.0,0.908,0.489,86055400,1347511.0,25.688,-0.50132,,-20772952.0,23909510.0,862165.0
SOBR,Technology,"SOBR Safe, Inc.","6400 South Fiddlers Green Circle, Greenwood Village, CO",2.38,,8.91,0.65,1.59304,32347842.0,,,,0.0,0.083,-0.223,14571100,7248677.0,19.783,-2.31685,,-8437551.0,3981935.0,0.0
FAZE,Communication Services,FaZe Holdings Inc.,"299 Park Avenue, New York, NY",0.5898,,24.69,0.366,6.00111,33345876.0,,,,-2.55877,,,72506800,43872000.0,,-1436.4493,,-38774000.0,39438000.0,52852000.0
CEI,Energy,"Camber Energy, Inc.","15915 Katy Freeway, Houston, TX",1.5,,54.5,1.2,9.13945,28052900.0,,,,0.0,0.167,-1.501,17755000,2455688.0,,,,-4625116.0,96664577.0,401222.0
ICAD,Healthcare,"iCAD, Inc.","98 Spit Brook Road, Nashua, NH",1.27,,4.66,1.16,2.5041,31553536.0,,,,-0.50259995,2.138,-0.324,25446400,24590000.0,7.934,-0.33624,,-14203000.0,14962000.0,33638000.0
SNCE,Healthcare,"Science 37 Holdings, Inc.","800 Park Offices Drive, Research Triangle Park, NC",0.2576,,5.78,0.19,1.17271,32852582.0,,,,-0.66454005,-28.771,-8.809,116664000,130239000.0,0.938,-0.58491004,,-108355000.0,35022000.0,59597000.0
PPSI,Industrials,"Pioneer Power Solutions, Inc.","One Parker Plaza, Fort Lee, NJ",2.89,,5.38,2.33,3.035425,33948780.0,,,,-0.28530002,1.588,-0.342,9644540,7210000.0,13.938,-0.42721,,-5882000.0,6582000.0,18311000.0
SIOX,Healthcare,Sio Gene Therapies Inc.,"130 West 42nd Street, New York, NY",0.406,,0.75,0.23,0.36355,29885982.0,,,,0.0,1.362,-0.71,73975200,49865000.0,0.008,-0.67802,,-47977000.0,13002000.0,0.0
BMRA,Healthcare,"Biomerica, Inc.","17571 Von Karman Avenue, Irvine, CA",1.88,,5.25,1.82,3.1679,25206478.0,,,,-0.3458,0.862,-0.47,13479400,5066521.0,17.236,-0.68893,,-5281751.0,2011282.0,18871409.0
ZEV,Industrials,"Lightning eMotors, Inc.","815 14th Street SW, Loveland, CO",0.2691,,5.77,0.245,1.569985,25740050.0,,,,1.89041,0.027,-6.031,89843104,95795000.0,151.243,1.64894,,-66960000.0,14417000.0,20992000.0
PTN,Healthcare,"Palatin Technologies, Inc.","Cedar Brook Corporate Center, Cranbury, NJ",2.75,,13.0,2.14,4.8992,28473224.0,,,,0.0,0.295,-0.117,10353900,21191876.0,12.278,-1.45244,,-37951628.0,16259864.0,1468457.0
DSS,Consumer Cyclical,"DSS, Inc.","275 Wiregrass Parkway, West Henrietta, NY",0.2003,,0.66,0.16,0.2705,29888654.0,,,,-1.09427,12.528,0.313,139016992,22845000.0,35.945,-0.28207,,-27981000.0,27811000.0,20275000.0
SALM,Communication Services,"Salem Media Group, Inc.","6400 North Belt Line Road, Irving, TX",1.08,,3.49,0.96,1.6704,29666312.0,,,,0.05915,5.07,-2.03,21663100,838000.0,116.569,0.09353,,29530000.0,51455000.0,258247000.0
PMD,Healthcare,Psychemedics Corporation,"289 Great Road, Acton, MA",5.41,0.0514,7.21,4.85,5.9798,29844412.0,,,,-0.04295,1.896,-0.19,5684650,4750000.0,33.182,-0.0942,,940000.0,5718000.0,25240000.0
BOXL,Technology,Boxlight Corporation,"2750 Premiere Parkway, Duluth, GA",0.3793,,1.24,0.26,0.52346,28601284.0,,,,-0.01688,0.695,-0.07,74774600,14591000.0,60.916,-0.04615,,13674000.0,48475000.0,221781000.0
VTGN,Healthcare,"VistaGen Therapeutics, Inc.","343 Allerton Avenue, South San Francisco, CA",0.1408,,1.79,0.08,0.2529,25792450.0,,,,0.0,0.676,-0.265,206836000,25037300.0,15.216,-1.26592,,-63587100.0,5765100.0,1108900.0
KALA,Healthcare,"Kala Pharmaceuticals, Inc.","1167 Massachusetts Avenue, Arlington, MA",14.6,,69.5,3.544,13.920095,28158250.0,,,,0.0,1.697,-1.992,1870980,52542000.0,,-2.62961,,-97536000.0,37422000.0,11240000.0
OPTT,Industrials,"Ocean Power Technologies, Inc.","28 Engelhard Drive, Monroe Township, NJ",0.5259,,1.49,0.44,0.73605,29638606.0,,,,0.0,1.547,-0.548,55921900,45898000.0,1.176,-0.32416,,-23548000.0,2978000.0,1759000.0
LPCN,Healthcare,Lipocine Inc.,"675 Arapeen Drive, Salt Lake City, UT",0.3167,,1.34,0.271,0.530805,28155286.0,,,,0.24691999,0.219,-0.38,88510800,34255800.0,0.38,0.116239995,,3229994.0,5616625.0,16140838.0
VAPO,Healthcare,"Vapotherm, Inc.","100 Domain Drive, Exeter, NH",0.5915,,14.74,0.46,1.5865,17575154.0,,,,-1.5683299,4.428,-2.162,26705900,28709000.0,,-3.09505,,-66352000.0,43171000.0,113292000.0
UGRO,Industrials,"urban-gro, Inc.","1751 Panorama Point, Lafayette, CO",2.65,,11.09,2.38,4.057825,28651320.0,,,,-0.17041,4.536,-0.16,10611600,18605182.0,3.247,-0.27111,,-5694081.0,25006084.0,62113181.0
LUMO,Healthcare,"Lumos Pharma, Inc.","4200 Marathon Boulevard, Austin, TX",3.29,,9.62,2.95,6.199,27725254.0,,,,0.0,11.262,-3.267,8376210,73666000.0,0.462,-0.35167,,-31347000.0,5130000.0,230000.0
HARP,Healthcare,"Harpoon Therapeutics, Inc.","131 Oyster Point Boulevard, South San Francisco, CA",0.6907,,5.11,0.586,1.234815,24728872.0,,,,-2.2041001,2.107,-1.994,33228800,66098000.0,64.883,-1.5096401,,-68917000.0,59139000.0,23654000.0
